Session ID,Hall,Presentation ID,Time,Details
SY043,1,S0134,09:30,"Andrew James Stewardson (Melbourne, Victoria, albicans through a drug repurposing strategyD. Australia) Marques* (Lisbon, Portugal), S. Santos Costa, L. Rodrigues"
SY043,1,S0135,10:00,"Kalisvar Marimuthu (Singapore, Singapore)"
FO050,,F0147,11:00,"HIV, from key population to general population: a Japan), Y. Kawamoto, K. Yanagihara Pandora's BoxSyed Faisal Mahmood (Karachi,"
FO050,,F0148,11:10,"Ethical considerations in preventing mother-to-child bloodstream infectionsL. Van Balen* (Maastricht, HIV transmission Glory Alexander (Bangalore, India) Netherlands), R. Koeck"
FO050,,F0149,11:20,HIV drug trials in Africa: ethical concernsShah Reena
FO050,,F0150,11:30,"HIV-related stigma and discrimination in the E0100 Nanopore long-read only genome assembly for public healthcare settingTeymur Noori (Stockholm, health surveillance of Enterobacterales bloodstream Sweden) infections and plasmid epidemiology in England: A Co-organised with: ESCMID Ethics Advisory Committee (EEAC) pilot studyD. Nagy* (Oxford, United Kingdom), N. Stoesser, S. Lipworth, V. Pennetta, G. Rodger, K. Hopkins, C. Jones, T. Neksus Study Group, S. Hopkins, D. Crook, A.S. Walker, J. Robotham, K.L."
SY047,11,S0141,11:00,"Contact isolation in patients with MDR organisms: Mulè, L. Denti, M. Puoti, R. Rossotti Why, when, where?Gabriel Birgand (Nantes, France)"
SY047,11,S0142,11:30,"Is discontinuation of contact precautions associated emerging threat to public health?J. Ciscar Soriano* with an increase in infections?Daniel Diekema (València, Spain), J. Ciscar-Soriano, M.D. Gómez- (Harpswell, United States) Ruiz, A. Valentín-Martín, A. Hernández-Cabezas, Co-organised with: ESCMID Study Group for Nosocomial Infections (ESGNI), J.L. Lopez-Hontangas EUCIC Steering Committee, Multidisciplinary Joint Committee Infection"
SY047,11,M0143,11:00,"Etienne Ruppe (Paris, France) Singapore), A.L. Tan, B.K.W. Yeo, M.T.W. Chio, S.S. Goh, S.T. Koh, Y.E. Tan M0144 11:12 Stefan Green (Chicago, United States)"
ME049,14,M0145,11:00,"Monica Slavin (Melbourne, Australia) 1-hour Symposium"
ME049,14,M0146,11:12,"Nkechi Azie (Barrington, United States) What happens following TB infection? Co-organised with: ESCMID Fungal Infection Study Group (EFISG) Chairs Catherine Ong (Singapore, Singapore) Sean Wasserman (London, United Kingdom)"
ME049,14,S0137,11:00,"Post-TB disease: burden and treatment strategiesDeborah Chong (London, United Kingdom) Climate Impact and One Health Approaches Against Infectious Diseases"
ME049,14,S0138,11:30,"TB sequelae and fungal infectionHelmut Salzer (Linz, Chair Chadia Wannous (Paris, France) Austria) Co-organised with: ESCMID Study Group for Mycobacterial Infections (ESGMYC), CPAnet"
SY046,5,S0139,11:00,"Bacterial infections and cellular immunityCharlotte strategy guided by post-transplant CMV-specific cell- Odendall (London, United Kingdom) mediated immunity in intermediate-risk kidney transplant recipientsI. Rodríguez-Goncer* (Madrid, S0140 11:20 Immuno-metabolism in bacterial diseasesTania Wong Spain), J.M. Caso, M. Fernández-Ruiz, E. González, N. (New York, United States) Polanco, N. Redondo, T. Ruiz-Merlo, R. San-Juan, L.M. Allende, E. Paz-Artal, A. Andrés, F. López- Medrano, J.M. Aguado, I. Rodríguez-Góncer OS007 11:00 - 12:00 Hall 6"
SY051,1,S0151,13:30,"Yoav Keynan (Winnipeg, Canada) Spain), O. Martín, A. Romero-Alegría, M. Belhassen, S0152 14:00 Elisa Cordero Matia (Seville, Spain) S. Chamorro Tojeiro, D. Gayoso Cantero, F. Norman, B. Monge Maillo, C. Crespillo-Andújar, M.D."
SY051,1,S0155,13:30,"The PROs and CONs of using AI tools for developing allogeneic hematopoietic cell transplant (HCT) guidelinesHolger Schuenemann (Milano, Italy) recipientsS. De Aragón De La Cruz* (Basel,"
SY051,1,S0156,14:00,"AI in action: validated tools for speeding up your Switzerland), C.S. Walti, N. Khanna, K. Leuzinger, systematic reviews and how to use themSara J.P. Halter, H.H. Hirsch, K. Nägele, J. Passweg, J. Fernandez (Oslo, Norway) Vosbeck Co-organised with: ESCMID Guidelines Subcommittee E0147 Real-life experience with maribavir for the treatment of cytomegalovirus infection in hematological patients.J. Boan Perez* (Madrid,"
EF022,,S0153,13:30,"Are children really super-spreaders of respiratory Syndromic testing is still coming of age viruses?Emmanuel André (Leuven, Belgium) Chair Tommaso Giani (Florence, Italy)"
EF022,,S0154,14:00,"Should schools be closed at the start of the next pandemic?Vittoria Colizza (Paris, France) Co-organised with: European Society of Paedriatic Infectious Diseases E0148 Bacterial infections of the central nervous system: (ESPID) addressing the diagnostic gap in non- community- acquired meningitisG. Menchinelli* (Rome, Italy), M. Cacaci, D. Squitieri, B. Fiori, T. D'inzeo, G. De Angelis,"
EF024,,M0157,13:30,"Hans Steenackers (Leuven, Belgium) Saiz-Escobedo, J. Guerrero, E. Cuevas, D. Guevara- M0158 13:42 Brian Conlon (Chapel Hill, United States) Nuñez, F. Tubau, J. Burgos, M. Lopez, A. González- Díaz, C. Ardanuy, M. Dominguez, S. Santos, S. Martí"
EF024,,M0159,13:30,"Monica Gandhi (Salt Lake City, United States) C. Torti"
EF024,,M0160,13:42,"Pedro Cahn (Buenos Aires, Argentina)"
OS020,15,M0170,14:45,"Javier Fernández (Oviedo, Spain) Kingdom), K. Pouwels, J.V. Robotham, S. Yu, S. Wordsworth M0171 14:57 Nicolas Radomski (Teramo, Italy)"
OS020,15,F0174,14:45,"The ID:IOTS guide to creating a successful CM/ID Mehta, M.L. Brito Ferreira, C. Soares, R. Medialdea podcast""Callum Mutch (Edinburgh, United Kingdom) Carrera, M. Tulius, P. Brasil, C. Miguelote, A."
OS020,15,F0175,14:55,"Using social media for CM/ID educationScott Jake Henriques Souza, M. Ellul, M. Griffiths, M.M. Jardim (Oakland, United States) Rodrigues, R. Braga, L. Pamplona, C. Spitz, F. Militao, A. Rosala Hallas, G. Burnside, R. Vivancos,"
OS020,15,F0176,15:05,"Podcasting and social media for antimicrobial S. Leonhard, L. Rodrigues De Mendonça-Vieira, B. stewardship and pharmacyErin Mccreary Jacobs, C. Brito, P. Sequiera, D. Brown, L. Turtle, R. (Pittsburgh, United States) Franca, A. Bispo, T. Solomon Co-organised with: CMI Communications Board of Editors"
KN056,1,S0166,14:45,"Pro: clinical benefit and potential for improved patient combination(CSE) as a treatment option for outcomesKirstine K. Søgaard (Aalborg, Denmark) carbapenem resistant gram negative bacilli - to be or not to be?Y. Verma* (Hisar, India), K. Narang, D. S0167 15:15 Con: limitations, costs, and possible overuse of Bandlish, C. Sharma syndromic panelsGilbert Greub (Lausanne, Switzerland)"
