file_id,presid,url,time,title,presenter
268,1407338,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1407338&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDAyMDM1,9:20 AM – 9:55 AM US PT,Fungal Infections,"Workshop Speaker: – University of Texas Health San Antonio Thomas F. Patterson, MD (he/him/his)"
268,1408107,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1408107&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDAyMDM1,10:10 AM – 10:45 AM US PT,ID Therapeutics: A Broad Overview,"Workshop Speaker: – University of Alabama at Birmingham Rachael A. Lee, MD, MSPH"
268,1408106,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1408106&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDAyMDM1,10:45 AM – 11:20 AM US PT,Bacterial Syndrome Pearls,"Workshop Speaker: – Park Nicollet Specialty Center Gerome Escota, MD"
268,1408103,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1408103&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDAyMDM1,11:20 AM – 11:45 AM US PT,Infection Prevention Update,"Workshop Speaker: – Louisiana State University Health Baton Rouge Catherine S. O'Neal, MD (she/her/hers)"
268,1408114,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1408114&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDAyMDM1,1:00 PM – 1:35 PM US PT,ID Mimics: Noninfectious Causes of Elevated Temperature,"Workshop Speaker: – University of Texas Health Science Center San Antonio Barbara S. Taylor, MD, MS (she/her/hers)"
268,1408104,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1408104&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDAyMDM1,1:35 PM – 2:10 PM US PT,Brain Teasers:  Nervous System Infections and Mimics,"Workshop Speaker: – Vanderbilt University Medical Center Karen C. Bloch, MD, MPH (she/her/hers)"
268,1408105,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1408105&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDAyMDM1,2:10 PM – 2:45 PM US PT,Transplant Infections,"Workshop Speaker: – Cleveland Clinic Foundation Jessica Lum, MD"
268,1408100,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1408100&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDAyMDM1,3:00 PM – 3:35 PM US PT,HIV,"Workshop Speaker: – Weill Cornell Medicine Roy Gulick, MD, MPH (he/him/his)"
268,1408102,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1408102&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDAyMDM1,3:35 PM – 4:10 PM US PT,Parasitic Diseases,"Workshop Speaker: – Washington University St. Louis Philip Budge, MD, PhD (he/him/his)"
268,1408099,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1408099&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDAyMDM1,4:10 PM – 4:45 PM US PT,Viral Diseases,"Workshop Speaker: – Vanderbilt University Medical Center Cody A. Chastain, MD, FACP, FIDSA (he/him/his)"
268,1407340,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1407340&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDAyMDM1,4:45 PM – 5:20 PM US PT,Vector-Borne Infections,"Workshop Speaker: – Wake Forest University School of Medicine Christopher Ohl, MD"
268,1408101,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1408101&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDAyMDM1,5:20 PM – 5:30 PM US PT,Closing Remarks and Questions,N/A
269,1484888,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1484888&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDk1MzI0,8:00 AM – 8:10 AM US PT,Introduction and Workshop Overview,"Workshop Moderator: – University of Washington School of Medicine Chloe Bryson-Cahn, MD (she/her/hers)"
269,1424116,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1424116&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDk1MzI0,8:10 AM – 9:00 AM US PT,Stewarding Bone and Joint Infections,"Workshop Speaker: – University of Utah Laura Certain, MD, PhD (she/her/hers)"
269,1424118,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1424118&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDk1MzI0,9:05 AM – 10:00 AM US PT,Tele-Antimicrobial Stewardship Panel,"Workshop Speaker: – University of Washington Center for Stewardship in Medicine / Fred Hutchinson Cancer Center Zahra Kassamali-Escobar, PharmD Workshop Speaker: – Duke Antimicrobial Stewardship Outreach Network Jeannette Bouchard, PharmD (she/her/hers) Workshop Speaker: – University of Utah Emily A. Thorell, MD, MSCI"
269,1424119,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1424119&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDk1MzI0,10:05 AM – 10:25 AM US PT,How to Disagree Better Using Advocacy-Inquiry to Improve Communication With Clinicians,"Workshop Speaker: – University of Colorado Hospital Alyssa Y. Castillo, MD (she/her/hers)"
269,1424120,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1424120&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDk1MzI0,10:30 AM – 11:00 AM US PT,Using Conversation Research to Improve Communication With Patients,"Workshop Speaker: – UCLA Tanya Strivers, PhD"
269,1424121,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1424121&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDk1MzI0,11:05 AM – 11:55 AM US PT,Pro/Con Debate Is ESBL Testing Necessary for Ceftriaxone-Resistant Enterobacterales?,"Workshop Speaker: – Virginia Commonwealth University Health System Christopher Doern, PhD (he/him/his) Workshop Speaker: – Deaconess Health system April Abbott, PhD"
271,1407871,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1407871&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDEyMjg5,1:30 PM – 2:05 PM US PT,The gut microbiota of cancer patients as predictor of complications and outcomes,"Speaker: – Fred Hutchinson Cancer Research Center; University of Washington David Fredricks, MD (he/him/his)"
271,1407873,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1407873&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDEyMjg5,2:05 PM – 2:40 PM US PT,The role of the mycobiome in hematopoietic cell transplantation outcomes,"Speaker: – Memorial Sloan Kettering Cancer Center Tobias Hohl, MD, PhD (he/him/his)"
271,1407872,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1407872&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDEyMjg5,2:40 PM – 3:15 PM US PT,"Diet, mucus and microbiome in cancer-related neutropenic fever","Speaker: – City of Hope National Medical Center, Duarte, CA Robert Jenq, MD (he/him/his)"
272,1407883,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1407883&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDE5ODAz,1:30 PM – 1:55 PM US PT,Wastewater surveillance to direct public health action,"Speaker: – County of San Diego, Health and Human Services Agency Seema Shah, MD, MPH (she/her/hers)"
272,1407881,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1407881&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDE5ODAz,1:55 PM – 2:20 PM US PT,Using wastewater to track diseases with limited public health surveillance data,"Speaker: – Emory University Marlene Wolfe, MSc, PhD (she/her/hers)"
272,1407882,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1407882&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDE5ODAz,2:20 PM – 2:45 PM US PT,Leveraging wastewater surveillance for respiratory virus infection response in healthcare facilities,"Speaker: – Colorado Department of Public Health and Environment Allison D. Wheeler, MSPH (she/her/hers)"
272,1407880,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1407880&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDE5ODAz,2:45 PM – 3:15 PM US PT,From Toilet to Bedside: How Wastewater Surveillance Can Be Leveraged For Clinical Consideration,"Speaker: – California Department of Public Health Alexander T. Yu, MD, MPH (he/him/his)"
273,1407923,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1407923&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDE5NzY5,1:30 PM – 2:05 PM US PT,Malaria Transmission: What are the Plasmodium secrets?,"Speaker: – University of California, Riverside Karine G. Le Roch, PhD"
273,1407922,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1407922&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDE5NzY5,2:05 PM – 2:40 PM US PT,Impact of Climate Change in the Immune Defense against Candida,"Speaker: – NIAID/NIH Michail S. Lionakis, MD, ScD (he/him/his)"
273,1407921,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1407921&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDE5NzY5,2:40 PM – 3:15 PM US PT,Leishmania immunopathology and climate impact on Leishmaniasis,"Speaker: – College of Vet Med, Ohio State University Christine Petersen, DVM, PhD (she/her/hers)"
274,1407979,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1407979&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDE5Nzk3,1:30 PM – 2:05 PM US PT,Bundles and beyond: What works and doesn’t work in improving sepsis outcomes,"Speaker: – University of Nebraska Medical Center Andre Kalil, MD, MPH"
274,1407977,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1407977&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDE5Nzk3,2:40 PM – 3:15 PM US PT,Getting off the sidelines: Promoting ID leadership in sepsis care,"Speaker: – Emory University School of Medicine and Children's Healthcare of Atlanta Andi L. Shane, MD, MPH, MSc"
276,1408122,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1408122&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDE5Nzc4,1:30 PM – 1:55 PM US PT,What's Hot in HIV Basic Sciences,"Speaker: – University of California San Francisco Peter W. Hunt, MD (he/him/his)"
276,1408121,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1408121&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDE5Nzc4,1:55 PM – 2:20 PM US PT,What's Hot in HIV: Clinical Sciences,"Speaker: – Johns Hopkins University Allison Agwu, MD, MSc (she/her/hers)"
276,1408120,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1408120&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDE5Nzc4,2:20 PM – 2:45 PM US PT,What's Hot in ID Basic Sciences,"Speaker: – Stanford University David A. Relman, MD"
276,1408123,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1408123&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDE5Nzc4,2:45 PM – 3:15 PM US PT,What's Hot in ID Clinical Sciences,"Speaker: – Vanderbilt University Medical Center Patty W. Wright, MD (she/her/hers)"
277,1408010,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1408010&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDEyMjc0,1:30 PM – 1:48 PM US PT,Amoxicillin should be used as first line treatment of acute sinusitis,"Debate Style Speaker: – Brigham and Women's / Boston Children's / Harvard Medical School Timothy Savage, MD, MPH, MSc (he/him/his)"
277,1408007,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1408007&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDEyMjc0,1:48 PM – 2:05 PM US PT,Amoxicillin-clavulanate should be used as first line treatment of acute sinusitis,"Debate Style Speaker: – University of Wisconsin School of Medicine and Public Health Gregory DeMuri, MD"
277,1408009,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1408009&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDEyMjc0,2:05 PM – 2:20 PM US PT,Contact isolation should be used for patients with CTX-R/ESBL producing Enterobacterales,"Debate Style Speaker: – Children's Hospital of Philadelphia Ericka Hayes, MD (she/her/hers)"
277,1408008,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1408008&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDEyMjc0,2:20 PM – 2:40 PM US PT,Contact isolation is not necessary for patients with CTX-R/ESBL producing Enterobacterales,"Debate Style Speaker: – UC San Francisco, Benioff Children's Hospital San Francisco Lynn Ramirez, MD, MSc"
277,1408006,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1408006&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDEyMjc0,2:40 PM – 2:57 PM US PT,Plasma microbial cell-free DNA sequencing should be routinely used as a diagnostic test in the ID clinician’s tool kit,"Debate Style Speaker: – University of Colorado School of Medicine Samuel R. Dominguez, MD, PhD (he/him/his)"
277,1408005,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1408005&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDEyMjc0,2:57 PM – 3:15 PM US PT,Plasma microbial cell-free DNA sequencing should be rarely if ever be used as a diagnostic test in the ID clinician’s tool kit,"Debate Style Speaker: – Children's Hospital of Philadelphia Kathleen Chiotos, MD, MSCE (she/her/hers)"
280,1483000,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1483000&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDE5Nzc5,3:45 PM – 4:15 PM US PT,Awards Presentation,N/A
280,1483003,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1483003&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDE5Nzc5,4:15 PM – 4:30 PM US PT,Presentation #1,"Plenary Speaker: – Brown University Jennifer Nuzzo, DrPH, SM"
280,1483005,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1483005&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDE5Nzc5,4:30 PM – 4:45 PM US PT,Presentation #2,"Plenary Speaker: – Coalition for Epidemic Preparedness Innovations Nicole Lurie, MD MSPH"
280,1483007,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1483007&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDE5Nzc5,4:45 PM – 5:00 PM US PT,Presentation #3,Plenary Speaker: Paul Friedrichs
280,1483008,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1483008&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDE5Nzc5,5:00 PM – 5:30 PM US PT,Panel Discussion,"Moderator: – Emory University School of Medicine, Division of Infectious Diseases Carlos del Rio, MD Plenary Speaker: – Brown University Jennifer Nuzzo, DrPH, SM Plenary Speaker: – Coalition for Epidemic Preparedness Innovations Nicole Lurie, MD MSPH Plenary Speaker: Paul Friedrichs"
283,1491605,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1491605&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDA0NDI2,8:00 AM – 1:00 PM US PT,Pediatric Case #1,"Case Presenter: – Mayo Clinic Guyu Li, M.B.B.S. (he/him/his) Co-Author: – Mayo Clinic Cody N. Hall, M.D., M.S. Co-Author: – Mayo Clinic Tomini A. Fashina, M.B., Ch.B., M.P.H. Co-Author: – Mayo Clinic Dani R. Klima, D.O. Co-Author: – Mayo Clinic Elizabeth H. Ristagno, MD, MSc (she/her/hers)"
283,1491604,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1491604&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDA0NDI2,8:00 AM – 1:00 PM US PT,Pediatric Case #2,"Case Presenter: – Western Michigan University School of Medicine Sara Farran, MD (she/her/hers) Co-Author: – Western Michigan University School of Medicine Jonathan Mayhew, MD Co-Author: – Western Michigan University School of Medicine Farah Al-Bitar, MD Co-Author: – Western Michigan University School of Medicine Naia McMillan-Castanares, MD"
283,1491603,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1491603&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDA0NDI2,8:00 AM – 1:00 PM US PT,Pediatric Case #3,"Case Presenter: – The Hospital for Sick Children Dara S. Petel, MDCM, FRCPC (she/her/hers) Co-Author: – The Hospital for Sick Children Alyssa Power, MD, FACC, FAAP, FRCPC Co-Author: – The Hospital for Sick Children Manal Tadros, MD Co-Author: – Hospital For Sick Children Valerie Waters, MD"
283,1491602,http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=/ajaxcalls/PresentationInfo.asp?PresentationID=1491602&returl=YWpheGNhbGxzL3Nlc3Npb25pbmZvLmFzcD9QcmVzZW50YXRpb25JRD0xNDA0NDI2,8:00 AM – 1:00 PM US PT,Pediatric Case #4,"Case Presenter: – University of California, Los Angeles Sushma Boppana, MD, PhD (she/her/hers) Co-Author: – University of California, Los Angeles Jared M. Duldulao, MD Co-Author: – University of California, Los Angeles Sanchi Malhotra, MD"
