url,tracknames,session_type,title,date,time,location,additional_info,presentation_time,presentation_title,presentation_speaker,presentation_affiliation
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=275,Adult ID; Epi & Infection Control; Global ID; Investigative ID; HIV-STD-TB; Pediatric ID; Trainee; Transplant; COVID-19,Symposium,5 - Late Breaker Symposium 1,"Wednesday, October 16, 2024",1:30 PM – 3:15 PM US PT,Location: Concourse 152,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.75 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.75 hours of MOC CreditCNE Credits: Maximum of 1.75 hours of ANCC CreditACPE Credits: ACPE 1.75 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=276,Adult ID; Global ID; Investigative ID; HIV-STD-TB; Pediatric ID; Trainee,Symposium,6 - What's Hot in ID + HIV,"Wednesday, October 16, 2024",1:30 PM – 3:15 PM US PT,Location: Ballroom (West Hall B),All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.75 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.75 hours of MOC CreditCNE Credits: Maximum of 1.75 hours of ANCC CreditACPE Credits: ACPE 1.75 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=277,Adult ID; Epi & Infection Control; Investigative ID; Pediatric ID; Trainee; Transplant,Debate-Style Session,7 - Mano-a-Mano,"Wednesday, October 16, 2024",1:30 PM – 3:15 PM US PT,Location: Petree D,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.75 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.75 hours of MOC CreditCNE Credits: Maximum of 1.75 hours of ANCC CreditACPE Credits: ACPE 1.75 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=278,IDBugCrawl; Trainee,Event,"IDBugCrawl: VIP Talk with Rochelle Walensky, MD, MPH, FIDSA","Wednesday, October 16, 2024",2:00 PM – 2:30 PM US PT,Location: NextGen ID Lounge (Hall K Foyer),All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=279,IDBugCrawl; Trainee,Event,Mix N' Mingle,"Wednesday, October 16, 2024",2:30 PM – 3:00 PM US PT,Location: NextGen ID Lounge (Hall K Foyer),All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=280,Adult ID; Epi & Infection Control; Global ID; Investigative ID; HIV-STD-TB; Pediatric ID; Trainee; Transplant; COVID-19,Plenary,8 - Opening Plenary - Navigating the Next Pandemic: Policy and Practice Integration,"Wednesday, October 16, 2024",3:45 PM – 5:30 PM US PT,Location: Ballroom (West Hall B),All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.75 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.75 hours of MOC CreditCNE Credits: Maximum of 1.75 hours of ANCC CreditACPE Credits: ACPE 1.75 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=281,BugHub Stage,BugHub Stage,Physician Compensation Initiative - What does a Hospital/ Health System-Employed ID Physician Need to Know for Negotiations to be Successful?,"Wednesday, October 16, 2024",4:30 PM – 4:55 PM US PT,Location: BugHub Stage,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=282,Event,Event,BugBash - IDWeek Opening Reception,"Wednesday, October 16, 2024",5:45 PM – 7:00 PM US PT,Location: JW Marriott - Platinum Ballroom,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=283,Global ID; Pediatric ID; Trainee; Transplant,Premeeting Workshop,PW05 - Pediatric Fellows' Day,"Wednesday, October 16, 2024",8:00 AM – 1:00 PM US PT,Location: 408 B,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=284,BugHub Stage,BugHub Stage,New AMA code rules and what it means for you,"Wednesday, October 16, 2024",8:00 AM – 8:25 AM US PT,Location: BugHub Stage,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=285,Adult ID; Epi & Infection Control; Global ID; HIV-STD-TB; Pediatric ID; Trainee; COVID-19,Premeeting Workshop,PW06 - TB Workshop ($),"Wednesday, October 16, 2024",8:00 AM – 12:00 PM US PT,Location: 515 B,All relevant financial relationships have been mitigated. CME Credits: Maximum of 4 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 4 hours of MOC CreditCNE Credits: Maximum of 4 hours of ANCC CreditACPE Credits: ACPE 4 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=286,Adult ID; Pediatric ID; Trainee,Premeeting Workshop,PW07 - Expanding Your Influence to Improve Antibiotic Use in Outpatient Settings ($),"Wednesday, October 16, 2024",8:00 AM – 12:00 PM US PT,Location: 515 A,All relevant financial relationships have been mitigated. CME Credits: Maximum of 4 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 4 hours of MOC CreditCNE Credits: Maximum of 4 hours of ANCC CreditACPE Credits: ACPE 4 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=287,Adult ID; Trainee,Premeeting Workshop,PW08 - Infectious Disease Clinical Bootcamp for APPs  ($),"Wednesday, October 16, 2024",8:00 AM – 12:00 PM US PT,Location: 502 A,All relevant financial relationships have been mitigated. CME Credits: Maximum of 4 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 4 hours of MOC CreditCNE Credits: Maximum of 4 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=288,Adult ID; Trainee,Premeeting Workshop,"PW09 - Pus, Slough and Drainage: Oh My! Hands-On Introduction to Wound Care for the ID Clinician ($)","Wednesday, October 16, 2024",8:00 AM – 12:00 PM US PT,Location: 502 B,All relevant financial relationships have been mitigated. CME Credits: Maximum of 4 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 4 hours of MOC CreditCNE Credits: Maximum of 4 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=289,Adult ID; Pediatric ID,Premeeting Workshop,PW10 - Achieving Success and Scholarship as an Infectious Diseases Health Professions Educator Through Curriculum Development ($),"Wednesday, October 16, 2024",8:00 AM – 12:00 PM US PT,Location: 304 ABC,All relevant financial relationships have been mitigated. CME Credits: Maximum of 4 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 4 hours of MOC CreditCNE Credits: Maximum of 4 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=290,Adult ID; Trainee,Premeeting Workshop,PW04 - Fellows' Day Workshop,"Wednesday, October 16, 2024",8:00 AM – 12:15 PM US PT,Location: 403 A,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=291,BugHub Stage,BugHub Stage,Physician Compensation Initiative - What does an Academic-Employed ID Physician Need to Know for Negotiations to be Successful?,"Wednesday, October 16, 2024",8:30 AM – 8:55 AM US PT,Location: BugHub Stage,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=292,BugHub Stage,BugHub Stage,Physician Compensation Initiative - What does a Private Practice ID Physician Need to Know for Negotiations to be Successful?,"Wednesday, October 16, 2024",9:00 AM – 9:25 AM US PT,Location: BugHub Stage,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=293,Global BugHub Stage,Global BugHub Stage,Untapped avenues - Opportunities available for a ID fellow from LMIC!,"Wednesday, October 16, 2024",9:30 AM – 9:55 AM US PT,Location: Global BugHub Stage,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=294,Global BugHub Stage,Global BugHub Stage,Filling the Void: Empowering Clinical Microbiologists as Infectious Diseases Specialists in Low income countries,"Wednesday, October 16, 2024",10:00 AM – 10:25 AM US PT,Location: Global BugHub Stage,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=295,BugHub Stage,BugHub Stage,How The New G2211 CodeÂ Can Be Used by ID Physicians,"Wednesday, October 16, 2024",10:00 AM – 10:25 AM US PT,Location: BugHub Stage,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=296,Event,Event,Join Us in Giving Back at IDWeek 2024,"Wednesday, October 16, 2024",11:00 AM – 1:00 PM US PT,Location: BugHub - South Lobby,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=297,Global BugHub Stage,Global BugHub Stage,Immigrant physicians in the US:Â  Time to acknowledge our privilege and move to action.,"Wednesday, October 16, 2024",12:00 PM – 12:25 PM US PT,Location: Global BugHub Stage,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=298,BugHub Stage,BugHub Stage,Physician Compensation Initiative - What does a Woman ID Physician Need to Know for Negotiations to be Successful?,"Wednesday, October 16, 2024",12:00 PM – 12:25 PM US PT,Location: BugHub Stage,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=299,Global BugHub Stage,Global BugHub Stage,CID Photo Quiz...the best of the Global ID Community,"Wednesday, October 16, 2024",12:30 PM – 12:55 PM US PT,Location: Global BugHub Stage,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=300,BugHub Stage,BugHub Stage,Physician Compensation Initiative - What does an ID Fellow Need to Know for Negotiations to be Successful?,"Wednesday, October 16, 2024",12:30 PM – 12:55 PM US PT,Location: BugHub Stage,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=301,BugHub Stage,BugHub Stage,Forging Paths: Expanding the ID Workforce through Combined Training Opportunities,"Thursday, October 17, 2024",1:00 PM – 1:25 PM US PT,Location: BugHub Stage,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=302,Adult ID; Global ID; Pediatric ID; Trainee; Transplant,Symposium,68 - Challenging Consults in Mycology,"Thursday, October 17, 2024",1:45 PM – 3:00 PM US PT,Location: Concourse 151,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=303,Adult ID; Pediatric ID; Trainee; Transplant; COVID-19,Symposium,69 - Changing the Vaccine Narrative: Building Confidence Across the Lifespan,"Thursday, October 17, 2024",1:45 PM – 3:00 PM US PT,Location: Petree D,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=304,Adult ID; Epi & Infection Control; Global ID; Investigative ID; HIV-STD-TB; Pediatric ID; Transplant,Symposium,70 - Clinical Metagenomics: Current State & Opportunities,"Thursday, October 17, 2024",1:45 PM – 3:00 PM US PT,Location: 515 B,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=305,Adult ID; Global ID; Investigative ID; HIV-STD-TB; Pediatric ID; Trainee,Symposium,71 - How to Manage Infectious Diseases in Newly Resettled and Migrating People,"Thursday, October 17, 2024",1:45 PM – 3:00 PM US PT,Location: Petree C,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=306,Adult ID; Epi & Infection Control,Symposium,"72 - Ideas Are Great, Design and Implementation Are Better","Thursday, October 17, 2024",1:45 PM – 3:00 PM US PT,Location: 502 A,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=307,Adult ID; Epi & Infection Control; Global ID; Investigative ID; HIV-STD-TB; Pediatric ID; Transplant,Symposium,73 - Syphilis in the US: Itâ??s Unrelenting,"Thursday, October 17, 2024",1:45 PM – 3:00 PM US PT,Location: Concourse 152,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=308,Adult ID; Trainee,Symposium,74 - One Size Fits All? Antimicrobial Dosing in Obesity That Matters,"Thursday, October 17, 2024",1:45 PM – 3:00 PM US PT,Location: 515 A,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=309,Adult ID; Epi & Infection Control; Global ID; Investigative ID; Pediatric ID; Trainee,Symposium,75 - Stories From the Front Line of Adult & Pediatric Traumatic Injuries,"Thursday, October 17, 2024",1:45 PM – 3:00 PM US PT,Location: 502 B,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=310,HIV-STD-TB; Adult ID; Global ID; Pediatric ID; Trainee; Investigative ID,Symposium,76 - Strong Like Her: Women and HIV,"Thursday, October 17, 2024",1:45 PM – 3:00 PM US PT,Location: 408 B,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
