Id,Pres ID,time,title,presenter
269,1424120,10:30 AM - 11:00 AM,"Using Conversation Research to Improve Communication With PatientsWorkshop Speaker:  Tanya Strivers, PhD – UCLA","Workshop Speaker:  Tanya Strivers, PhD – UCLA"
269,1424121,11:05 AM - 11:55 AM,"Pro/Con Debate Is ESBL Testing Necessary for Ceftriaxone-Resistant Enterobacterales?Workshop Speaker:  Christopher Doern, PhD (he/him/his) – Virginia Commonwealth University Health SystemWorkshop Speaker:  April Abbott, PhD – Deaconess Health system","Workshop Speaker:  Christopher Doern, PhD (he/him/his) – Virginia Commonwealth University Health SystemWorkshop Speaker:  April Abbott, PhD – Deaconess Health system"
271,1407871,1:30 PM - 2:05 PM,"The gut microbiota of cancer patients as predictor of complications and outcomesSpeaker:  David Fredricks, MD (he/him/his) – Fred Hutchinson Cancer Research Center; University of Washington","Speaker:  David Fredricks, MD (he/him/his) – Fred Hutchinson Cancer Research Center; University of Washington"
271,1407873,2:05 PM - 2:40 PM,"The role of the mycobiome in hematopoietic cell transplantation outcomesSpeaker:  Tobias Hohl, MD, PhD (he/him/his) – Memorial Sloan Kettering Cancer Center","Speaker:  Tobias Hohl, MD, PhD (he/him/his) – Memorial Sloan Kettering Cancer Center"
271,1407872,2:40 PM - 3:15 PM,"Diet, mucus and microbiome in cancer-related neutropenic feverSpeaker:  Robert Jenq, MD (he/him/his) – City of Hope National Medical Center, Duarte, CA","Speaker:  Robert Jenq, MD (he/him/his) – City of Hope National Medical Center, Duarte, CA"
272,1407883,1:30 PM - 1:55 PM,"Wastewater surveillance to direct public health actionSpeaker:  Seema Shah, MD, MPH (she/her/hers) – County of San Diego, Health and Human Services Agency","Speaker:  Seema Shah, MD, MPH (she/her/hers) – County of San Diego, Health and Human Services Agency"
272,1407881,1:55 PM - 2:20 PM,"Using wastewater to track diseases with limited public health surveillance dataSpeaker:  Marlene Wolfe, MSc, PhD (she/her/hers) – Emory University","Speaker:  Marlene Wolfe, MSc, PhD (she/her/hers) – Emory University"
272,1407882,2:20 PM - 2:45 PM,"Leveraging wastewater surveillance for respiratory virus infection response in healthcare facilitiesSpeaker:  Allison D. Wheeler, MSPH (she/her/hers) – Colorado Department of Public Health and Environment","Speaker:  Allison D. Wheeler, MSPH (she/her/hers) – Colorado Department of Public Health and Environment"
272,1407880,2:45 PM - 3:15 PM,"From Toilet to Bedside: How Wastewater Surveillance Can Be Leveraged For Clinical ConsiderationSpeaker:  Alexander T. Yu, MD, MPH (he/him/his) – California Department of Public Health","Speaker:  Alexander T. Yu, MD, MPH (he/him/his) – California Department of Public Health"
273,1407923,1:30 PM - 2:05 PM,"Malaria Transmission: What are the Plasmodium secrets?Speaker:  Karine G. Le Roch, PhD – University of California, Riverside","Speaker:  Karine G. Le Roch, PhD – University of California, Riverside"
273,1407922,2:05 PM - 2:40 PM,"Impact of Climate Change in the Immune Defense against CandidaSpeaker:  Michail S. Lionakis, MD, ScD (he/him/his) – NIAID/NIH","Speaker:  Michail S. Lionakis, MD, ScD (he/him/his) – NIAID/NIH"
273,1407921,2:40 PM - 3:15 PM,"Leishmania immunopathology and climate impact on LeishmaniasisSpeaker:  Christine Petersen, DVM, PhD (she/her/hers) – College of Vet Med, Ohio State University","Speaker:  Christine Petersen, DVM, PhD (she/her/hers) – College of Vet Med, Ohio State University"
274,1407979,1:30 PM - 2:05 PM,"Bundles and beyond: What works and doesnâ??t work in improving sepsis outcomesSpeaker:  Andre Kalil, MD, MPH – University of Nebraska Medical Center","Speaker:  Andre Kalil, MD, MPH – University of Nebraska Medical Center"
274,1407977,2:40 PM - 3:15 PM,"Getting off the sidelines: Promoting ID leadership in sepsis careSpeaker:  Andi L. Shane, MD, MPH, MSc – Emory University School of Medicine and Children's Healthcare of Atlanta","Speaker:  Andi L. Shane, MD, MPH, MSc – Emory University School of Medicine and Children's Healthcare of Atlanta"
276,1408122,1:30 PM - 1:55 PM,"What's Hot in HIV Basic SciencesSpeaker:  Peter W. Hunt, MD (he/him/his) – University of California San Francisco","Speaker:  Peter W. Hunt, MD (he/him/his) – University of California San Francisco"
276,1408121,1:55 PM - 2:20 PM,"What's Hot in HIV: Clinical SciencesSpeaker:  Allison Agwu, MD, MSc (she/her/hers) – Johns Hopkins University","Speaker:  Allison Agwu, MD, MSc (she/her/hers) – Johns Hopkins University"
276,1408120,2:20 PM - 2:45 PM,"What's Hot in ID Basic SciencesSpeaker:  David A. Relman, MD – Stanford University","Speaker:  David A. Relman, MD – Stanford University"
276,1408123,2:45 PM - 3:15 PM,"What's Hot in ID Clinical SciencesSpeaker:  Patty W. Wright, MD (she/her/hers) – Vanderbilt University Medical Center","Speaker:  Patty W. Wright, MD (she/her/hers) – Vanderbilt University Medical Center"
277,1408010,1:30 PM - 1:48 PM,"Amoxicillin should be used as first line treatment of acute sinusitisDebate Style Speaker:  Timothy Savage, MD, MPH, MSc (he/him/his) – Brigham and Women's / Boston Children's / Harvard Medical School","Debate Style Speaker:  Timothy Savage, MD, MPH, MSc (he/him/his) – Brigham and Women's / Boston Children's / Harvard Medical School"
277,1408007,1:48 PM - 2:05 PM,"Amoxicillin-clavulanate should be used as first line treatment of acute sinusitisDebate Style Speaker:  Gregory DeMuri, MD – University of Wisconsin School of Medicine and Public Health","Debate Style Speaker:  Gregory DeMuri, MD – University of Wisconsin School of Medicine and Public Health"
277,1408009,2:05 PM - 2:20 PM,"Contact isolation should be used for patients with CTX-R/ESBL producing EnterobacteralesDebate Style Speaker:  Ericka Hayes, MD (she/her/hers) – Children's Hospital of Philadelphia","Debate Style Speaker:  Ericka Hayes, MD (she/her/hers) – Children's Hospital of Philadelphia"
277,1408008,2:20 PM - 2:40 PM,"Contact isolation is not necessary for patients with CTX-R/ESBL producing EnterobacteralesDebate Style Speaker:  Lynn Ramirez, MD, MSc – UC San Francisco, Benioff Children's Hospital San Francisco","Debate Style Speaker:  Lynn Ramirez, MD, MSc – UC San Francisco, Benioff Children's Hospital San Francisco"
277,1408006,2:40 PM - 2:57 PM,"Plasma microbial cell-free DNA sequencing should be routinely used as a diagnostic test in the ID clinicianâ??s tool kitDebate Style Speaker:  Samuel R. Dominguez, MD, PhD (he/him/his) – University of Colorado School of Medicine","Debate Style Speaker:  Samuel R. Dominguez, MD, PhD (he/him/his) – University of Colorado School of Medicine"
277,1408005,2:57 PM - 3:15 PM,"Plasma microbial cell-free DNA sequencing should be rarely if ever be used as a diagnostic test in the ID clinicianâ??s tool kitDebate Style Speaker:  Kathleen Chiotos, MD, MSCE (she/her/hers) – Children's Hospital of Philadelphia","Debate Style Speaker:  Kathleen Chiotos, MD, MSCE (she/her/hers) – Children's Hospital of Philadelphia"
280,1483000,3:45 PM - 4:15 PM,Awards Presentation,N/A
280,1483003,4:15 PM - 4:30 PM,"Presentation #1Plenary Speaker:  Jennifer Nuzzo, DrPH, SM – Brown University","Plenary Speaker:  Jennifer Nuzzo, DrPH, SM – Brown University"
280,1483005,4:30 PM - 4:45 PM,"Presentation #2Plenary Speaker:  Nicole Lurie, MD MSPH – Coalition for Epidemic Preparedness Innovations","Plenary Speaker:  Nicole Lurie, MD MSPH – Coalition for Epidemic Preparedness Innovations"
280,1483007,4:45 PM - 5:00 PM,Presentation #3Plenary Speaker:  Paul Friedrichs,Plenary Speaker:  Paul Friedrichs
280,1483008,5:00 PM - 5:30 PM,"Panel DiscussionModerator:  Carlos del Rio, MD – Emory University School of Medicine, Division of Infectious DiseasesPlenary Speaker:  Jennifer Nuzzo, DrPH, SM – Brown University Plenary Speaker:  Nicole Lurie, MD MSPH – Coalition for Epidemic Preparedness InnovationsPlenary Speaker:  Paul Friedrichs","Moderator:  Carlos del Rio, MD – Emory University School of Medicine, Division of Infectious DiseasesPlenary Speaker:  Jennifer Nuzzo, DrPH, SM – Brown University Plenary Speaker:  Nicole Lurie, MD MSPH – Coalition for Epidemic Preparedness InnovationsPlenary Speaker:  Paul Friedrichs"
283,1491605,8:00 AM - 1:00 PM,"Pediatric Case #1Case Presenter:  Guyu Li, M.B.B.S. (he/him/his) – Mayo ClinicCo-Author:  Cody N. Hall, M.D., M.S. – Mayo ClinicCo-Author:  Tomini A. Fashina, M.B., Ch.B., M.P.H. – Mayo ClinicCo-Author:  Dani R. Klima, D.O. – Mayo ClinicCo-Author:  Elizabeth H. Ristagno, MD, MSc (she/her/hers) – Mayo Clinic","Case Presenter:  Guyu Li, M.B.B.S. (he/him/his) – Mayo ClinicCo-Author:  Cody N. Hall, M.D., M.S. – Mayo ClinicCo-Author:  Tomini A. Fashina, M.B., Ch.B., M.P.H. – Mayo ClinicCo-Author:  Dani R. Klima, D.O. – Mayo ClinicCo-Author:  Elizabeth H. Ristagno, MD, MSc (she/her/hers) – Mayo Clinic"
283,1491604,8:00 AM - 1:00 PM,"Pediatric Case #2Case Presenter:  Sara Farran, MD (she/her/hers) – Western Michigan University School of MedicineCo-Author:  Jonathan Mayhew, MD – Western Michigan University School of MedicineCo-Author:  Farah Al-Bitar, MD – Western Michigan University School of MedicineCo-Author:  Naia McMillan-Castanares, MD – Western Michigan University School of Medicine","Case Presenter:  Sara Farran, MD (she/her/hers) – Western Michigan University School of MedicineCo-Author:  Jonathan Mayhew, MD – Western Michigan University School of MedicineCo-Author:  Farah Al-Bitar, MD – Western Michigan University School of MedicineCo-Author:  Naia McMillan-Castanares, MD – Western Michigan University School of Medicine"
283,1491603,8:00 AM - 1:00 PM,"Pediatric Case #3Case Presenter:  Dara S. Petel, MDCM, FRCPC (she/her/hers) – The Hospital for Sick ChildrenCo-Author:  Alyssa Power, MD, FACC, FAAP, FRCPC – The Hospital for Sick ChildrenCo-Author:  Manal Tadros, MD – The Hospital for Sick ChildrenCo-Author:  Valerie Waters, MD – Hospital For Sick Children","Case Presenter:  Dara S. Petel, MDCM, FRCPC (she/her/hers) – The Hospital for Sick ChildrenCo-Author:  Alyssa Power, MD, FACC, FAAP, FRCPC – The Hospital for Sick ChildrenCo-Author:  Manal Tadros, MD – The Hospital for Sick ChildrenCo-Author:  Valerie Waters, MD – Hospital For Sick Children"
283,1491602,8:00 AM - 1:00 PM,"Pediatric Case #4Case Presenter:  Sushma Boppana, MD, PhD (she/her/hers) – University of California, Los AngelesCo-Author:  Jared M. Duldulao, MD – University of California, Los AngelesCo-Author:  Sanchi Malhotra, MD – University of California, Los Angeles","Case Presenter:  Sushma Boppana, MD, PhD (she/her/hers) – University of California, Los AngelesCo-Author:  Jared M. Duldulao, MD – University of California, Los AngelesCo-Author:  Sanchi Malhotra, MD – University of California, Los Angeles"
283,1491601,8:00 AM - 1:00 PM,"Pediatric Case #5Case Presenter:  Beenish Rubbab, MD (she/her/hers) – Baylor College of MedicineCo-Author:  Ammar Adenwalla, Medical Student – UT Southwestern DallasCo-Author:  Natasha Hanners, MD – UT Southwestern DallasCo-Author:  Brett Whittemore, MD – UT Southwestern Dallas","Case Presenter:  Beenish Rubbab, MD (she/her/hers) – Baylor College of MedicineCo-Author:  Ammar Adenwalla, Medical Student – UT Southwestern DallasCo-Author:  Natasha Hanners, MD – UT Southwestern DallasCo-Author:  Brett Whittemore, MD – UT Southwestern Dallas"
283,1491600,8:00 AM - 1:00 PM,"Pediatric Case #6Case Presenter:  Jairo A. Fonseca, MD (he/him/his) – Emory UniversityCo-Author:  Neema Shah, MD – Emory UniversityCo-Author:  Thomas Fox, MD – Emory UniversityCo-Author:  Andres Camacho-Gonzalez, MD, MSc (he/him/his) – Emory University School of Medicine/ Children's Healthcare of Atlanta","Case Presenter:  Jairo A. Fonseca, MD (he/him/his) – Emory UniversityCo-Author:  Neema Shah, MD – Emory UniversityCo-Author:  Thomas Fox, MD – Emory UniversityCo-Author:  Andres Camacho-Gonzalez, MD, MSc (he/him/his) – Emory University School of Medicine/ Children's Healthcare of Atlanta"
283,1424209,8:00 AM - 8:10 AM,Welcome,N/A
283,1424174,8:10 AM - 10:00 AM,Case Presentations,N/A
283,1424175,10:00 AM - 10:40 AM,"Career TalkWorkshop Speaker:  Natasha Halasa, MD, MPH (she/her/hers) – Vanderbilt University Medical Center","Workshop Speaker:  Natasha Halasa, MD, MPH (she/her/hers) – Vanderbilt University Medical Center"
283,1424139,10:55 AM - 12:10 PM,"ASP BreakoutWorkshop Speaker:  Shannon A. Ross, MD, MSPH, MD, MSPH (she/her/hers) – University of Alabama at Birmingham Heersink School of MedicineWorkshop Speaker:  Alison C. Tribble, MD, MSCE – University of MichiganWorkshop Speaker:  Hayden T. Schwenk, MD, MPH (he/him/his) – Stanford University School of Medicine","Workshop Speaker:  Shannon A. Ross, MD, MSPH, MD, MSPH (she/her/hers) – University of Alabama at Birmingham Heersink School of MedicineWorkshop Speaker:  Alison C. Tribble, MD, MSCE – University of MichiganWorkshop Speaker:  Hayden T. Schwenk, MD, MPH (he/him/his) – Stanford University School of Medicine"
283,1424177,10:55 AM - 12:10 PM,"Basic/Translational Research BreakoutWorkshop Speaker:  George Liu, MD, PhD – UCSD","Workshop Speaker:  George Liu, MD, PhD – UCSD"
283,1424176,10:55 AM - 12:10 PM,"Global Health BreakoutWorkshop Speaker:  Liliana Sanchez-Gonzalez, MD, MPH, CTropMed – Centers for Disease Control and Prevention - Dengue BranchWorkshop Speaker:  Karin Nielsen-Saines, MD, MPH (she/her/hers) – David Geffen UCLA School of Medicine","Workshop Speaker:  Liliana Sanchez-Gonzalez, MD, MPH, CTropMed – Centers for Disease Control and Prevention - Dengue BranchWorkshop Speaker:  Karin Nielsen-Saines, MD, MPH (she/her/hers) – David Geffen UCLA School of Medicine"
283,1475055,10:55 AM - 12:10 PM,"IMG BreakoutWorkshop Speaker:  Sanya Thomas, MD (she/her/hers) – Nationwide Children's Hospital/OSU","Workshop Speaker:  Sanya Thomas, MD (she/her/hers) – Nationwide Children's Hospital/OSU"
283,1424179,10:55 AM - 12:10 PM,"QI/ Patient Safety BreakoutWorkshop Speaker:  Caitlin Li, MD MHQS (she/her/hers) – Lurie Childrens HospitalWorkshop Speaker:  Victoria Konold, MD (she/her/hers) – University of Washington/Seattle Children's Hospital","Workshop Speaker:  Caitlin Li, MD MHQS (she/her/hers) – Lurie Childrens HospitalWorkshop Speaker:  Victoria Konold, MD (she/her/hers) – University of Washington/Seattle Children's Hospital"
283,1424178,10:55 AM - 12:10 PM,"Transplant BreakoutWorkshop Speaker:  Diego R. Hijano, MD, MSc (he/him/his) – St. Jude Children's Research HospitalWorkshop Speaker:  Natasha Halasa, MD, MPH (she/her/hers) – Vanderbilt University Medical Center","Workshop Speaker:  Diego R. Hijano, MD, MSc (he/him/his) – St. Jude Children's Research HospitalWorkshop Speaker:  Natasha Halasa, MD, MPH (she/her/hers) – Vanderbilt University Medical Center"
285,1424185,8:00 AM - 8:05 AM,"Introductory RemarksWorkshop Speaker:  Yukari C. Manabe, MD, FIDSA, FRCP (she/her/hers) – Johns Hopkins University School of Medicine","Workshop Speaker:  Yukari C. Manabe, MD, FIDSA, FRCP (she/her/hers) – Johns Hopkins University School of Medicine"
285,1424180,8:05 AM - 8:25 AM,"TB Epidemiology Overview in the US and GloballyWorkshop Speaker:  Caitlin Reed, MD, MPH – Centers for Disease Control and Prevention","Workshop Speaker:  Caitlin Reed, MD, MPH – Centers for Disease Control and Prevention"
285,1424181,8:25 AM - 8:45 AM,"BPaL Relapse With ResistanceWorkshop Speaker:  Neela Goswami, MD, MPH – Centers for Disease Control and Prevention","Workshop Speaker:  Neela Goswami, MD, MPH – Centers for Disease Control and Prevention"
285,1424184,8:45 AM - 9:00 AM,"Final Rule on LDTsWorkshop Speaker:  Francesca Lee, MD – University of Texas Southwestern","Workshop Speaker:  Francesca Lee, MD – University of Texas Southwestern"
285,1461274,9:00 AM - 9:15 AM,Break,N/A
285,1424182,9:15 AM - 9:35 AM,"We don't have what our patients need: resource limitations in providing care for people with TB in the United StatesWorkshop Speaker:  Michelle Haas, MD (she/her/hers) – Division of Mycobacterial and Respiratory Infections/Department of Medicine/National Jewish Health","Workshop Speaker:  Michelle Haas, MD (she/her/hers) – Division of Mycobacterial and Respiratory Infections/Department of Medicine/National Jewish Health"
285,1424183,9:35 AM - 9:55 AM,"Non-sputum diagnostics & Diagnostics PipelineWorkshop Speaker:  Maunank Shah, MD, PhD – Johns Hopkins","Workshop Speaker:  Maunank Shah, MD, PhD – Johns Hopkins"
285,1461254,9:55 AM - 10:15 AM,"TB in PregnancyWorkshop Speaker:  Jyoti S. Mathad, MD, MSc – Weill Cornell Medicine","Workshop Speaker:  Jyoti S. Mathad, MD, MSc – Weill Cornell Medicine"
285,1424186,10:30 AM - 12:00 PM,"Clinical Case Studies & Panel DiscussionWorkshop Speaker:  Annie F. Kizilbash, MD, MPH – Texas Center for Infectious DiseaseWorkshop Speaker:  Helene M. Calvet, MD – Orange County Health Care AgencyWorkshop Speaker:  Michelle Haas, MD (she/her/hers) – Division of Mycobacterial and Respiratory Infections/Department of Medicine/National Jewish Health","Workshop Speaker:  Annie F. Kizilbash, MD, MPH – Texas Center for Infectious DiseaseWorkshop Speaker:  Helene M. Calvet, MD – Orange County Health Care AgencyWorkshop Speaker:  Michelle Haas, MD (she/her/hers) – Division of Mycobacterial and Respiratory Infections/Department of Medicine/National Jewish Health"
286,1424122,8:00 AM - 8:05 AM,"Introduction and workshop overviewWorkshop Speaker:  Lisa Davidson, MD (she/her/hers) – Atrium Health","Workshop Speaker:  Lisa Davidson, MD (she/her/hers) – Atrium Health"
286,1424133,8:05 AM - 8:30 AM,"Outpatient Antibiotic Use, the Core Elements of Outpatient Antibiotic Stewardship and National Stewardship PrioritiesWorkshop Speaker:  Sarah Kabbani, MD, MSc – Centers for Disease Control and Prevention","Workshop Speaker:  Sarah Kabbani, MD, MSc – Centers for Disease Control and Prevention"
286,1424135,8:30 AM - 9:15 AM,"Antibiotic Stewardship Metrics in the Outpatient SpaceWorkshop Speaker:  Payal K. Patel, MD, MPH, FIDSA (she/her/hers) – Intermountain Healthcare","Workshop Speaker:  Payal K. Patel, MD, MPH, FIDSA (she/her/hers) – Intermountain Healthcare"
286,1462083,9:15 AM - 9:30 AM,Q&A,N/A
286,1424136,9:30 AM - 10:30 AM,"Making the Case for Outpatient Stewardship: Who, Why and How?Workshop Speaker:  Nicole M. Poole, MD, MPH (she/her/hers) – University of Colorado School of MedicineWorkshop Speaker:  Lisa Davidson, MD (she/her/hers) – Atrium HealthWorkshop Speaker:  Michael J. Durkin, MD MPH – Washington University School of Medicine","Workshop Speaker:  Nicole M. Poole, MD, MPH (she/her/hers) – University of Colorado School of MedicineWorkshop Speaker:  Lisa Davidson, MD (she/her/hers) – Atrium HealthWorkshop Speaker:  Michael J. Durkin, MD MPH – Washington University School of Medicine"
286,1424137,10:45 AM - 12:00 PM,"Collaborations in Outpatient StewardshipWorkshop Speaker:  Cosby A. Stone, Jr., MD, MPH – Vanderbilt University Medical CenterWorkshop Speaker:  Marisa Holubar, MD, MS (she/her/hers) – Stanford University School of MedicineWorkshop Speaker:  Erica Stohs, MD MPH (she/her/hers) – Washington State Department of Health","Workshop Speaker:  Cosby A. Stone, Jr., MD, MPH – Vanderbilt University Medical CenterWorkshop Speaker:  Marisa Holubar, MD, MS (she/her/hers) – Stanford University School of MedicineWorkshop Speaker:  Erica Stohs, MD MPH (she/her/hers) – Washington State Department of Health"
287,1424108,8:00 AM - 8:05 AM,"WelcomeWorkshop Moderator:  Leah H. Yoke, PA-C, MCHS – University of Washington; Fred Hutch Cancer Research CenterWorkshop Moderator:  Courtney Russ-Friedman, MSN, FNP-BC – Wake Forest Baptist Health","Workshop Moderator:  Leah H. Yoke, PA-C, MCHS – University of Washington; Fred Hutch Cancer Research CenterWorkshop Moderator:  Courtney Russ-Friedman, MSN, FNP-BC – Wake Forest Baptist Health"
287,1480014,8:05 AM - 8:50 AM,"Clinical Updates in Orthopedic ID for APPsWorkshop Speaker:  Alison M. Beieler, PA-C (she/her/hers) – Harborview Medical Center","Workshop Speaker:  Alison M. Beieler, PA-C (she/her/hers) – Harborview Medical Center"
