url,date,sessionname,location,time,poster_id,presenters,title,trackname,error
http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=11,"Thursday, October 17, 2024",Poster Session:,Location: Halls JK,12:15 PM – 1:30 PM US PT,695184,"[{'name': 'Kevin Bakker, PhD', 'title': 'Principal Scientist', 'affiliation': 'Merck & Co., Inc., Rahway, NJ, USA Philadelphia, Pennsylvania, United States'}, {'name': 'Giulio Meleleo, PhD', 'title': 'Wolfram Research, Inc.', 'affiliation': 'Champaign, Illinois, United States'}, {'name': 'Oluwaseun Sharomi, MSc, PhD', 'title': 'Principal Scientist', 'affiliation': 'Merck & Co., Inc. Lansdale, Pennsylvania, United States'}, {'name': 'Robert Nachbar, PhD', 'title': 'Wolfram Research, Inc.', 'affiliation': 'Champaign, Illinois, United States'}, {'name': 'Rachel Oidtman, PhD', 'title': 'Associate Principal Scientist', 'affiliation': 'Merck & Co., Inc. Lansdale, Pennsylvania, United States'}]",(P-12) Evaluating the Epidemiological Impact of Lowering the Recommended Age for Adult Pneumococcal Vaccination in the United States,I1. Adult Vaccines,
http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=12,"Thursday, October 17, 2024",Poster Session:,Location: Halls JK,12:15 PM – 1:30 PM US PT,694821,"[{'name': 'Thanasate Roongjiraroj, MD', 'title': 'King Chulalongkorn Memorial Hospital, Phramongkutklao College of Medicine', 'affiliation': 'Bangkok, Krung Thep, Thailand'}, {'name': 'Pawat Phuensan, MD, MSc (he/him/his)', 'title': 'Clinical instructor', 'affiliation': 'King Chulalongkorn Memorial Hospital, Krung Thep, Thailand'}]","(P-13) Awareness, Attitudes, Knowledge and Barriers Related to Adult Pneumococcal Vaccination among Internal Medicine Residents and Fellows in University Hospital, Thailand",I1. Adult Vaccines,
http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=13,"Thursday, October 17, 2024",Poster Session:,Location: Halls JK,12:15 PM – 1:30 PM US PT,695518,"[{'name': 'Emily Rayens, PhD, MPH (she/her/hers)', 'title': 'Post-Doctoral Research Fellow', 'affiliation': 'Kaiser Permanente Southern California Pasadena, California, United States'}, {'name': 'Lina S. Sy, MPH', 'title': 'Ms.', 'affiliation': 'Kaiser Permanente Southern California Pasadena, California, United States'}, {'name': 'Lei Qian, PhD', 'title': 'Research Scientist I', 'affiliation': 'Kaiser Permanente Southern California Pasadena, California, United States'}, {'name': 'Jun Wu, MD, MS', 'title': 'Biostatistician II', 'affiliation': 'Kaiser Permanente Southern California Pasadena, California, United States'}, {'name': 'Bradley Ackerson, MD (he/him/his)', 'title': 'Co-Investigator', 'affiliation': 'Kaiser Permanente Southern California Pasadena, California, United States'}, {'name': 'Yi Luo, PhD', 'title': 'Dr.', 'affiliation': 'Kaiser Permanente Southern California Pasadena, California, United States'}, {'name': 'Yanjun Cheng, Master of Science', 'title': 'Kaiser Permanente South California', 'affiliation': 'San Gabriel, California, United States'}, {'name': 'Avanish Patel, MD', 'title': 'Gastroenterology', 'affiliation': 'Kaiser Permanente Southern California Pasadena, California, United States'}, {'name': 'Zendi Solano, BS', 'title': 'Research Project Manager', 'affiliation': 'Kaiser Permanente Southern California Pasadena, California, United States'}, {'name': 'Justine De Jesus, MPH', 'title': 'Research Associate III', 'affiliation': 'Kaiser Permanente Southern California Pasadena, California, United States'}, {'name': 'Britta Amundsen, MA', 'title': 'Research Associate III', 'affiliation': 'Kaiser Permanente Southern California Pasadena, California, United States'}, {'name': 'Ana Florea, PhD, MPH', 'title': 'Post-Doctoral Research Fellow', 'affiliation': 'Kaiser Permanente Southern California Pasadena, California, United States'}, {'name': 'Jennifer H. Ku, PhD MPH (she/her/hers)', 'title': 'Post doctoral research fellow', 'affiliation': 'Kaiser Permanente Southern California Pasadena, California, United States'}, {'name': 'Elizabeth Chmielewski-Yee, PhD, MPH', 'title': 'GSK', 'affiliation': 'Rockville, Maryland, United States'}, {'name': 'Driss Oraichi, PhD', 'title': 'GSK', 'affiliation': 'Montreal, Quebec, Canada'}, {'name': 'Harry Seifert, MD. MSCE, FISPE', 'title': 'GSK', 'affiliation': 'Wynnewood, Pennsylvania, United States'}, {'name': 'Huifeng Yun, MD, PhD', 'title': 'Epidemiologist', 'affiliation': 'GSK Rockville, Maryland, United States'}, {'name': 'Hung Fu Tseng, PhD MPH', 'title': 'Dr.', 'affiliation': 'Kaiser Permanente Southern California Pasadena, California, United States'}]",(P-14) Vaccine Effectiveness and Safety of Recombinant Zoster Vaccine in Inflammatory Bowel Disease Patient Populations Aged 50 Years and Older,I1. Adult Vaccines,
http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=14,,,,,,,,,Main content div not found
http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=15,"Thursday, October 17, 2024",Poster Session:,Location: Halls JK,12:15 PM – 1:30 PM US PT,695357,"[{'name': 'Darshan Mehta, PhD (he/him/his)', 'title': 'Director Health Economics and Outcomes Research', 'affiliation': 'Moderna, Inc. Cambridge, Massachusetts, United States'}, {'name': 'Tianyu Sun, PhD', 'title': 'Moderna, Inc.', 'affiliation': 'Cambridge, Massachusetts, United States'}, {'name': 'Jane Wang, MS', 'title': 'Moderna, Inc.', 'affiliation': 'Cambridge, Massachusetts, United States'}, {'name': 'Aaron Situ, MSc', 'title': 'Moderna, Inc.', 'affiliation': 'Cambridge, Massachusetts, United States'}, {'name': 'Yoonyoung Park, ScD', 'title': 'Director, Lead Epidemiologist', 'affiliation': 'Moderna, Inc Belmont, Massachusetts, United States'}]",(P-16) Hospitalization rates among population receiving flu vaccine only as compared to population co-administered with flu and COVID-19 vaccine in 2022/2023 season,I1. Adult Vaccines,
http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=16,"Thursday, October 17, 2024",Poster Session:,Location: Halls JK,12:15 PM – 1:30 PM US PT,695034,"[{'name': 'Desmond Curran, PhD', 'title': 'Senior Director, Vaccine Value Evidence', 'affiliation': 'GSK Wavre, Vlaams-Brabant, Belgium'}, {'name': 'Sean Matthews, MSc', 'title': 'Mr.', 'affiliation': 'GSK Dublin, Dublin, Ireland'}, {'name': 'Nikolaos Giannelos, PhD', 'title': 'GSK', 'affiliation': 'Wavre, Brabant Wallon, Belgium'}]","(P-17) Worldwide Impact of Increased Recombinant Zoster Vaccine Coverage on the Burden of Herpes Zoster, based on 11-year Clinical Trial Follow-up Data, in Adults Aged ?50 Years",I1. Adult Vaccines,
http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=17,"Thursday, October 17, 2024",Poster Session:,Location: Halls JK,12:15 PM – 1:30 PM US PT,695444,"[{'name': 'M. Doyinsola Bailey, PHD, MPH', 'title': 'Merck & Co., Inc., Rahway, NJ, USA', 'affiliation': 'Philadelphia, Pennsylvania, United States'}, {'name': 'Yi-Ling Huang, PhD', 'title': 'Merck', 'affiliation': 'Boston, Massachusetts, United States'}, {'name': 'Lei Ai, Ph.D.', 'title': 'Merck', 'affiliation': 'Rahway, New Jersey, United States'}, {'name': 'Salini Mohanty, DrPH, MPH (she/her/hers)', 'title': 'Associate Director', 'affiliation': 'Merck & Co., Inc Rahway, New Jersey, United States'}, {'name': 'Valina C. McGuinn, BS', 'title': 'Senior Specialist', 'affiliation': 'Merck Philadelphia, Pennsylvania, United States'}, {'name': 'Kelly D. Johnson, PhD', 'title': 'Director, Outcomes Research', 'affiliation': 'Merck & Co., Inc North Wales, PA, United States'}, {'name': 'Nicole Cossrow, PhD', 'title': 'Senior Principal Scientist', 'affiliation': 'Merck & Co, Inc. Kenilworth, New Jersey, United States'}]",(P-18) Incidence of Pneumococcal Disease and Vaccination Coverage among US Adults by Age and Risk Groups,I1. Adult Vaccines,
http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=18,"Thursday, October 17, 2024",Poster Session:,Location: Halls JK,12:15 PM – 1:30 PM US PT,695445,"[{'name': 'Dagna Constenla, PhD, MPA, MPhil, BA', 'title': 'GSK', 'affiliation': 'Rockville, Maryland, United States'}, {'name': 'Germain Lonnet, MSc.', 'title': 'GSK', 'affiliation': 'Wavre, Brabant Wallon, Belgium'}, {'name': 'Emmanuel Aris, PhD', 'title': 'Lead Real World Data & Analytics', 'affiliation': 'GSK Wavre, Brabant Wallon, Belgium'}, {'name': 'Nathalie Servotte, PhD', 'title': 'GSK', 'affiliation': 'Wavre, Brabant Wallon, Belgium'}, {'name': 'Ramsanjay RK, B.Tech Mechanical Engineering', 'title': 'GSK', 'affiliation': 'Bengaluru, Karnataka, India'}, {'name': 'Agnes Mwakingwe-Omar, MD, PhD', 'title': 'GSK, Rockville, MD, USA', 'affiliation': 'Rockville, Maryland, United States'}, {'name': 'Huifeng Yun, MD, PhD', 'title': 'Epidemiologist', 'affiliation': 'GSK Rockville, Maryland, United States'}]",(P-19) The Adjuvanted Recombinant Zoster Vaccine Is Effective in Preventing Herpes Zoster (HZ) Among Patients ? 50 Years of Age (YOA) With Selected Autoimmune Diseases in the United States: A Real-World Database Analysis (2018–2021),I1. Adult Vaccines,
http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=19,"Thursday, October 17, 2024",Poster Session:,Location: Halls JK,12:15 PM – 1:30 PM US PT,695115,"[{'name': 'Victoria G. Soares, MBA', 'title': 'GSK', 'affiliation': 'Wavre, Brabant Wallon, Belgium'}, {'name': 'Maria Waize, MSc', 'title': 'GSK', 'affiliation': 'Munich, Bayern, Germany'}, {'name': 'Pavo Marijic, PhD', 'title': 'GSK', 'affiliation': 'Munich, Bayern, Germany'}, {'name': 'Alexander Heiseke, PhD', 'title': 'GSK', 'affiliation': 'Munich, Bayern, Germany'}, {'name': 'Daniel Heinze, PhD', 'title': 'GSK', 'affiliation': 'Munich, Bayern, Germany'}, {'name': 'Nicolas Jamet, PharmD', 'title': 'GSK', 'affiliation': 'Paris, Ile-de-France, France'}, {'name': 'Hiral Shah, PhD', 'title': 'GSK', 'affiliation': 'Wavre, Brabant Wallon, Belgium'}, {'name': 'Pavitra Deeywadaa, MBBS, MD', 'title': 'GSK', 'affiliation': 'Wavre, Brabant Wallon, Belgium'}, {'name': 'Jorge Jacob, MSc', 'title': 'IQVIA', 'affiliation': 'London, England, United Kingdom'}, {'name': 'Stavros Oikonomou, MSc', 'title': 'IQVIA', 'affiliation': 'Sofia, Sofiya, Bulgaria'}, {'name': 'Frederik Verelst, PhD', 'title': 'GSK', 'affiliation': 'Wavre, Brabant Wallon, Belgium'}, {'name': 'Eliana Biundo, MSc (she/her/hers)', 'title': 'Senior Director', 'affiliation': 'GSK Wavre, Brabant Wallon, Belgium'}]",(P-20) Estimating the Public Health Impact of Pertussis Decennial Booster Vaccination for German Adults,I1. Adult Vaccines,
http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=20,"Thursday, October 17, 2024",Poster Session:,Location: Halls JK,12:15 PM – 1:30 PM US PT,695124,"[{'name': 'Sarah E. Williams, MD, MPH (she/her/hers)', 'title': 'Senior Director Medical Affairs', 'affiliation': 'Pfizer Vaccines Nashville, Tennessee, United States'}, {'name': 'Elizabeth Begier, MD,  M.P.H.', 'title': 'Senior Director, Scientific Affairs Lead, RSV Antiviral/Adult Vaccine Program', 'affiliation': 'Pfizer Vaccines Dublin, Dublin, Ireland'}, {'name': 'Kumar Ilangovan, MD, MSPH, MMCi (he/him/his)', 'title': 'Director, Clinician Medical Monitor', 'affiliation': 'Vaccine Research and Development, Pfizer, USA Raleigh, North Carolina, United States'}, {'name': 'Cassandra Hall-Murray, PharmD', 'title': 'Senior Director, Vaccines Medical Development and Scientific Affairs', 'affiliation': 'Pfizer, Inc. Collegeville, Pennsylvania, United States'}, {'name': 'Bradford D. Gessner, M.D., M.P.H.', 'title': 'Vice President Global Medical Lead for Respiratory Vaccines', 'affiliation': 'Pfizer Biopharma Group Collegeville, Pennsylvania, United States'}]",(P-21) Comparison of Three RSV Vaccine Lower Respiratory Tract Disease Primary Endpoint Definitions for Adult Vaccine,I1. Adult Vaccines,
