session_id,session_type,session_title,session_date,session_location,presentation_id,presentation_time,presentation_title,speaker_name,speaker_affiliation
11,Symposium,82 - Changing the Things We Cannot Accept: Advancing Equity in an Anti-DEI Environment,"Monday, October 20, 2025",B312-B313,1606992,3:15 PM - 3:40 PM,Advancing Health Justice for Children,"Judith A. Guzman-Cottrill, DO (she/her/hers)",
11,Symposium,82 - Changing the Things We Cannot Accept: Advancing Equity in an Anti-DEI Environment,"Monday, October 20, 2025",B312-B313,1606991,3:40 PM - 4:05 PM,Planting Seeds for a Just Future: Navigating Forward Through Challenge and Change,"Oni Blackstock, MD, MHS",
12,Symposium,82 - Changing the Things We Cannot Accept: Advancing Equity in an Anti-DEI Environment,"Monday, October 20, 2025",B312-B313,1606992,3:15 PM - 3:40 PM,Advancing Health Justice for Children,"Judith A. Guzman-Cottrill, DO (she/her/hers)",
12,Symposium,82 - Changing the Things We Cannot Accept: Advancing Equity in an Anti-DEI Environment,"Monday, October 20, 2025",B312-B313,1606990,4:05 PM - 4:30 PM,Protecting the Marginalized: The Future of Transgender Care,"Jill Blumenthal, MD MAS (she/her/hers)",
13,Symposium,82 - Changing the Things We Cannot Accept: Advancing Equity in an Anti-DEI Environment,"Monday, October 20, 2025",B312-B313,1606991,3:40 PM - 4:05 PM,Planting Seeds for a Just Future: Navigating Forward Through Challenge and Change,"Oni Blackstock, MD, MHS",
13,Symposium,82 - Changing the Things We Cannot Accept: Advancing Equity in an Anti-DEI Environment,"Monday, October 20, 2025",B312-B313,1606990,4:05 PM - 4:30 PM,Protecting the Marginalized: The Future of Transgender Care,"Jill Blumenthal, MD MAS (she/her/hers)",
14,Meet-The-Professor,16 - The Use of Point-of-Care Ultrasound in ID,"Monday, October 20, 2025",B308-B309,1606985,8:00 AM - 8:30 AM,Use of POCUS in the Diagnosis and Management of Sepsis and Septic Shock,Dan Sweeney,
14,Meet-The-Professor,16 - The Use of Point-of-Care Ultrasound in ID,"Monday, October 20, 2025",B308-B309,1606984,8:30 AM - 9:00 AM,Practical Questions: Incorporating POCUS Into ID Practice,Speaker TBD,
15,Meet-The-Professor,195 - You Do What? Combined ID Fellowships,"Wednesday, October 22, 2025",B314,1606987,8:00 AM - 8:30 AM,ID/CC,"Lisa Bebell, MD, MSc",
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607351,8:00 AM - 9:50 AM,Case Presentations,"Natasha Chida, MD, MSPH",
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1676941,8:10 AM - 8:25 AM,Case Presentation #1,"Ana Khazan, MD, MPH (she/her/hers)",
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1676943,8:25 AM - 8:40 AM,Case Presentation #2,"Samar Waqar, MD, MBBS",
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1676946,8:40 AM - 8:55 AM,Case Presentation #3,"Jillian L. Peters, MD",
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1676948,8:55 AM - 9:10 AM,Case Presentation #4,"Rahma AlDhaheri, MD",
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1676951,9:10 AM - 9:25 AM,Case Presentation #5,"Deesha Bhojwani, MD",
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1676953,9:25 AM - 9:40 AM,Case Presentation #6,"Annie McGregor, DO",
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1676955,9:40 AM - 9:55 AM,Case Presentation #7,"Rebekah Thompson, MD",
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607496,10:00 AM - 10:25 AM,Compensation & Legal Review,Clark Bosslet,
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607491,10:25 AM - 10:45 AM,Career Breakouts Introductions,,
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607490,10:50 AM - 11:15 AM,Career Breakouts Round 1,,
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607482,10:50 AM - 12:15 PM,Careers in Antimicrobial Stewardship,"Payal K. Patel, MD, MPH, FIDSA (she/her/hers)",
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607489,10:50 AM - 12:15 PM,Careers in Clinical Practice,"George Diaz, MD, FIDSA (he/him/his)",
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607488,10:50 AM - 12:15 PM,Careers in Global Health,"Krutika Kuppalli, MD, FIDSA (she/her/hers)",
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607487,10:50 AM - 12:15 PM,Careers in Hospital Epidemiology and Infection Prevention,"Lisa L. Maragakis, MD, MPH (she/her/hers)",
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1606905,10:50 AM - 12:15 PM,Careers in Industry,"Anu Osinusi, MD",
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607485,10:50 AM - 12:15 PM,Careers in Medical Education,"Jennifer O. Spicer, MD, MPH, MHPE",
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607484,10:50 AM - 12:15 PM,Careers in Public Health,"Candice J. McNeil, MD, MPH (she/her/hers)",
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607483,10:50 AM - 12:15 PM,Careers in Research,"Cesar A. Arias, MD/PhD",
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607486,10:50 AM - 12:15 PM,Careers in Transplant/Oncology ID - no slides needed,"Maricar F. Malinis, MD (she/her/hers)",
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607481,11:20 AM - 11:45 AM,Career Breakouts Round 2,,
16,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607480,11:50 AM - 12:15 PM,Career Breakouts Round 3,,
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1676941,8:10 AM - 8:25 AM,Case Presentation #1,"Ana Khazan, MD, MPH (she/her/hers)",
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1676943,8:25 AM - 8:40 AM,Case Presentation #2,"Samar Waqar, MD, MBBS",
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1676946,8:40 AM - 8:55 AM,Case Presentation #3,"Jillian L. Peters, MD",
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1676948,8:55 AM - 9:10 AM,Case Presentation #4,"Rahma AlDhaheri, MD",
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1676951,9:10 AM - 9:25 AM,Case Presentation #5,"Deesha Bhojwani, MD",
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1676953,9:25 AM - 9:40 AM,Case Presentation #6,"Annie McGregor, DO",
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1676955,9:40 AM - 9:55 AM,Case Presentation #7,"Rebekah Thompson, MD",
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607496,10:00 AM - 10:25 AM,Compensation & Legal Review,Clark Bosslet,
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607491,10:25 AM - 10:45 AM,Career Breakouts Introductions,,
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607490,10:50 AM - 11:15 AM,Career Breakouts Round 1,,
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607482,10:50 AM - 12:15 PM,Careers in Antimicrobial Stewardship,"Payal K. Patel, MD, MPH, FIDSA (she/her/hers)",
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607489,10:50 AM - 12:15 PM,Careers in Clinical Practice,"George Diaz, MD, FIDSA (he/him/his)",
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607488,10:50 AM - 12:15 PM,Careers in Global Health,"Krutika Kuppalli, MD, FIDSA (she/her/hers)",
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607487,10:50 AM - 12:15 PM,Careers in Hospital Epidemiology and Infection Prevention,"Lisa L. Maragakis, MD, MPH (she/her/hers)",
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1606905,10:50 AM - 12:15 PM,Careers in Industry,"Anu Osinusi, MD",
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607485,10:50 AM - 12:15 PM,Careers in Medical Education,"Jennifer O. Spicer, MD, MPH, MHPE",
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607484,10:50 AM - 12:15 PM,Careers in Public Health,"Candice J. McNeil, MD, MPH (she/her/hers)",
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607483,10:50 AM - 12:15 PM,Careers in Research,"Cesar A. Arias, MD/PhD",
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607486,10:50 AM - 12:15 PM,Careers in Transplant/Oncology ID - no slides needed,"Maricar F. Malinis, MD (she/her/hers)",
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607481,11:20 AM - 11:45 AM,Career Breakouts Round 2,,
17,Premeeting Workshop,PW04 - Fellows' Day Workshop ($),"Sunday, October 19, 2025",B302-B304,1607480,11:50 AM - 12:15 PM,Career Breakouts Round 3,,
18,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607394,8:00 AM - 8:10 AM,Introductory Remarks,"Andrea J. Zimmer, MD, FACP, FIDSA",
18,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607390,8:10 AM - 8:45 AM,Sexually Transmitted Infections,"Archana Reddy, MD (she/her/hers)",
18,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607389,8:45 AM - 9:20 AM,Mycobacteria Including TB,"Lisa Armitige, MD, PhD",
18,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607384,9:20 AM - 9:55 AM,ID Mimics: Non-Infectious Causes of Elevated Temperature,"Barbara S. Taylor, MD, MS (she/her/hers)",
18,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607387,10:10 AM - 10:45 AM,ID Therapeutics: A Broad Overview,"Mukesh Patel, MD",
18,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607386,10:45 AM - 11:20 AM,Bacterial Syndrome Pearls,"Saira Butt, MD",
18,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607380,11:20 AM - 11:45 AM,Parasitic Diseases,"Philip Budge, MD, PhD (he/him/his)",
18,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607388,1:00 PM - 1:35 PM,Fungal Infections,"Thomas F. Patterson, MD, MACP, FIDSA (he/him/his)",
18,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607383,1:35 PM - 2:10 PM,Nervous System Infections and Mimics,"Karen C. Bloch, MD, MPH",
18,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607382,2:10 PM - 2:45 PM,Transplant Infections,"Jessica Lum, MD",
18,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607381,3:00 PM - 3:35 PM,HIV,"Roy Gulick, MD, MPH (he/him/his)",
18,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607385,3:35 PM - 4:10 PM,Infection Control/Prevention,"Shruti K. Gohil, MD, MPH",
18,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607379,4:10 PM - 4:45 PM,Viral Diseases (Non-HIV / Non-Transplant),"Cody A. Chastain, MD MEHP FACP FIDSA (he/him/his)",
18,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607378,4:45 PM - 5:20 PM,Vectorborne Infections,"Christopher Ohl, MD",
19,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607394,8:00 AM - 8:10 AM,Introductory Remarks,"Andrea J. Zimmer, MD, FACP, FIDSA",
19,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607390,8:10 AM - 8:45 AM,Sexually Transmitted Infections,"Archana Reddy, MD (she/her/hers)",
19,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607389,8:45 AM - 9:20 AM,Mycobacteria Including TB,"Lisa Armitige, MD, PhD",
19,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607384,9:20 AM - 9:55 AM,ID Mimics: Non-Infectious Causes of Elevated Temperature,"Barbara S. Taylor, MD, MS (she/her/hers)",
19,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607387,10:10 AM - 10:45 AM,ID Therapeutics: A Broad Overview,"Mukesh Patel, MD",
19,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607386,10:45 AM - 11:20 AM,Bacterial Syndrome Pearls,"Saira Butt, MD",
19,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607380,11:20 AM - 11:45 AM,Parasitic Diseases,"Philip Budge, MD, PhD (he/him/his)",
19,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607388,1:00 PM - 1:35 PM,Fungal Infections,"Thomas F. Patterson, MD, MACP, FIDSA (he/him/his)",
19,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607383,1:35 PM - 2:10 PM,Nervous System Infections and Mimics,"Karen C. Bloch, MD, MPH",
19,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607382,2:10 PM - 2:45 PM,Transplant Infections,"Jessica Lum, MD",
19,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607381,3:00 PM - 3:35 PM,HIV,"Roy Gulick, MD, MPH (he/him/his)",
19,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607385,3:35 PM - 4:10 PM,Infection Control/Prevention,"Shruti K. Gohil, MD, MPH",
19,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607379,4:10 PM - 4:45 PM,Viral Diseases (Non-HIV / Non-Transplant),"Cody A. Chastain, MD MEHP FACP FIDSA (he/him/his)",
19,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607377,5:20 PM - 5:30 PM,Closing Remarks and Questions,"Andrea J. Zimmer, MD, FACP, FIDSA",
20,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607394,8:00 AM - 8:10 AM,Introductory Remarks,"Andrea J. Zimmer, MD, FACP, FIDSA",
20,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607390,8:10 AM - 8:45 AM,Sexually Transmitted Infections,"Archana Reddy, MD (she/her/hers)",
20,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607389,8:45 AM - 9:20 AM,Mycobacteria Including TB,"Lisa Armitige, MD, PhD",
20,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607384,9:20 AM - 9:55 AM,ID Mimics: Non-Infectious Causes of Elevated Temperature,"Barbara S. Taylor, MD, MS (she/her/hers)",
20,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607387,10:10 AM - 10:45 AM,ID Therapeutics: A Broad Overview,"Mukesh Patel, MD",
20,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607386,10:45 AM - 11:20 AM,Bacterial Syndrome Pearls,"Saira Butt, MD",
20,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607380,11:20 AM - 11:45 AM,Parasitic Diseases,"Philip Budge, MD, PhD (he/him/his)",
20,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607388,1:00 PM - 1:35 PM,Fungal Infections,"Thomas F. Patterson, MD, MACP, FIDSA (he/him/his)",
20,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607383,1:35 PM - 2:10 PM,Nervous System Infections and Mimics,"Karen C. Bloch, MD, MPH",
20,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607382,2:10 PM - 2:45 PM,Transplant Infections,"Jessica Lum, MD",
20,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607381,3:00 PM - 3:35 PM,HIV,"Roy Gulick, MD, MPH (he/him/his)",
